Columna1	Columna2	Columna3	Columna4	Columna5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16348	FRASCO PARA M.HECES	1	1.5	1.5
16501	RX PARRILLA COSTAL C/LADO	1	80	80
16514	SUERO FISIOLOGICO X1000ML	1	10	10
16514	SUERO FISIOLOGICO X1000ML	1	30	30
16514	SUERO FISIOLOGICO X1000ML	1	30	30
16514	SUERO FISIOLOGICO X1000ML	1	30	30
16514	SUERO FISIOLOGICO X1000ML	1	30	30
16514	SUERO FISIOLOGICO X1000ML	1	30	30
16514	SUERO FISIOLOGICO X1000ML	1	30	30
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	3	1.5	4.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16521	FRASCO PARA M.ORINA	1	1.5	1.5
16542	SUTURA MENOR	1	50	50
16573	CURACION	1	20	20
16598	EXTRACCION DE U¥AS X1	1	50	50
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16613	BROMELIN 0,88GR SUSP X100ML	1	35	35
16614	PRUEBA DE ALERGIA	1	5	5
16614	PRUEBA DE ALERGIA	1	5	5
16634	CANULA BINASAL L (ADULTO)	1	5	5
16688	ANEURIN 25 000 SOLUCION INYECTABLE	1	35	35
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	3	20	60
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	3	20	60
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	1	20	20
16689	VITACOSE 2ML INYECTABLE	2	20	40
16689	VITACOSE 2ML INYECTABLE	3	20	60
16689	VITACOSE 2ML INYECTABLE	1	20	20
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16734	GLUCOTECH	1	10	10
16736	PCR CUANTITATIVA	1	40	40
16736	PCR CUANTITATIVA	1	40	40
16736	PCR CUANTITATIVA	1	40	40
16736	PCR CUANTITATIVA	1	40	40
16736	PCR CUANTITATIVA	1	40	40
16764	ENDOVENOSO INSULINA ISOFANA HUMANA	1	20	20
16792	MOBILISIN GEL X40GR	1	50	50
16792	MOBILISIN GEL X40GR	1	50	50
16806	EQUIPO MICROGOTERO CON VOLUTROL 100ML	1	15	15
16806	EQUIPO MICROGOTERO CON VOLUTROL 100ML	1	15	15
16806	EQUIPO MICROGOTERO CON VOLUTROL 100ML	1	15	15
16806	EQUIPO MICROGOTERO CON VOLUTROL 100ML	1	15	15
16809	GINGISONA L NF TOQUES SOL.TOPICA X30ML	1	26	26
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	2	10	20
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	4	10	40
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	3	10	30
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	4	10	40
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16912	ENDOVENOSO INTERNO	1	10	10
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16930	RX COLUMNA LUMBO SACRO F - L	1	120	120
16962	OXIGENO 1 LITRO	2	60	120
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17004	CONSULTA MEDICINA GENERAL DR M.MOLINA	1	45	45
17005	BATA DESCARTABLE	1	12	12
17006	NEBULIZACION X 3	1	40	40
17006	NEBULIZACION X 3	1	40	40
17006	NEBULIZACION X 3	1	40	40
17083	ESPECULO TALLA M	1	5	5
17094	VAGISTEN 0.1% CREMA X15G	1	45	45
17094	VAGISTEN 0.1% CREMA X15G	1	45	45
17099	FRUTI FLEX FRESA X1L	1	12	12
17099	FRUTI FLEX FRESA X1L	1	12	12
17099	FRUTI FLEX FRESA X1L	1	12	12
17099	FRUTI FLEX FRESA X1L	1	12	12
17099	FRUTI FLEX FRESA X1L	1	12	12
17099	FRUTI FLEX FRESA X1L	1	12	12
17099	FRUTI FLEX FRESA X1L	1	12	12
17119	PASAJE DOMICILIO 6	1	6	6
17131	RETIRO DE PUNTOS MENOR DE 5 PUNTOS	1	30	30
17132	RETIRO DE PUNTOS MAYOR A 5 PUNTOS	1	50	50
17140	"DRENAJE DE ABCESO PEQUE;O MENOR DE 2 CM"	1	100	100
17195	HELICOBACTER PYORI ANTIGENO FECALES	1	130	130
17195	HELICOBACTER PYORI ANTIGENO FECALES	1	130	130
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
